,Worldwide Gross,Production Budget,Runtime,Wknd 1 # Theaters,Critic Rate,Audience Rate,genre_Adventure,genre_Black Comedy,genre_Comedy,genre_Concert/Performance,genre_Documentary,genre_Drama,genre_Horror,genre_Musical,genre_Romantic Comedy,genre_Thriller/Suspense,genre_Western,mpaa_NC-17,mpaa_PG,mpaa_PG-13,mpaa_R,release_season_Spring,release_season_Summer,release_season_Winter
722,70692101,55000000,121.0,2487.0,68,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
723,90552675,55000000,116.0,3037.0,36,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
724,113805580,55000000,142.0,15.0,62,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
725,43980363,55000000,91.0,3121.0,21,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
726,74456933,55000000,118.0,2984.0,71,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
727,136143605,55000000,88.0,3358.0,86,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
728,18582965,55000000,120.0,2016.0,38,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
729,22597969,55000000,91.0,2404.0,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
730,28231444,55000000,94.0,2057.0,19,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
731,6521829,55000000,124.0,2525.0,29,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
732,108185706,54000000,127.0,1395.0,89,75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
733,154338601,54000000,108.0,2707.0,57,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
734,130402010,54000000,109.0,3131.0,21,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
735,166617328,54000000,123.0,2758.0,27,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
736,107190108,53012938,100.0,2337.0,68,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
737,109848461,53000000,105.0,3785.0,14,46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
738,98837872,53000000,122.0,3188.0,75,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
739,179213196,53000000,126.0,2.0,76,89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
740,54207112,53000000,90.0,2910.0,24,37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
741,63657941,53000000,132.0,1876.0,73,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
742,50187789,53000000,191.0,2624.0,83,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
743,134612435,52500000,137.0,5.0,92,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
744,355612291,52000000,140.0,3156.0,96,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
745,602500560,52000000,108.0,2976.0,54,66,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
746,205727307,52000000,106.0,3070.0,33,46,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
747,217569328,52000000,124.0,3665.0,18,47,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
748,110400000,52000000,178.0,1616.0,80,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
749,75835124,52000000,114.0,2913.0,25,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
750,97709034,52000000,165.0,5.0,78,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
751,149270999,51000000,116.0,3019.0,48,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
752,126931325,50200000,105.0,2840.0,72,67,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
753,687557727,50000000,130.0,4024.0,28,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
754,491812794,50000000,90.0,3587.0,88,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
755,556016627,50000000,106.0,3239.0,67,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
756,331333876,50000000,111.0,3306.0,84,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
757,390500000,50000000,143.0,3175.0,50,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
758,274000000,50000000,135.0,2531.0,82,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
759,314111923,50000000,138.0,1572.0,86,87,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
760,202173000,50000000,115.0,2712.0,22,73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
761,203502372,50000000,124.0,2440.0,71,49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
762,215140871,50000000,114.0,3508.0,69,65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
763,172185754,50000000,118.0,3507.0,75,52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
764,257972745,50000000,112.0,3379.0,82,75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
765,171269535,50000000,96.0,3231.0,22,59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
766,257805243,50000000,130.0,2848.0,84,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
767,178890782,50000000,116.0,2923.0,42,77,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
768,225990976,50000000,104.0,3434.0,46,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
769,212742160,50000000,110.0,3090.0,60,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
770,159745279,50000000,120.0,2358.0,44,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
771,128402901,50000000,97.0,3057.0,24,52,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
772,185798265,50000000,128.0,2818.0,87,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
773,147142328,50000000,118.0,3020.0,78,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
774,152022333,50000000,110.0,2649.0,24,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
775,161941727,50000000,109.0,3332.0,20,33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
776,118729073,50000000,124.0,3117.0,66,71,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
777,111300835,50000000,133.0,2993.0,94,86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
778,208094550,50000000,80.0,3094.0,11,43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
779,67823573,50000000,129.0,2215.0,59,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
780,117211892,50000000,91.0,3104.0,31,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
781,144110682,50000000,102.0,3521.0,41,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
782,156399644,50000000,83.0,3826.0,44,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
783,71052604,50000000,86.0,2566.0,69,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
784,236799211,50000000,112.0,3192.0,43,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
785,214949716,50000000,100.0,3372.0,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
786,146195159,50000000,114.0,3154.0,33,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
787,68053219,50000000,144.0,2389.0,51,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
788,92690959,50000000,127.0,5.0,72,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
789,97651543,50000000,95.0,3071.0,82,77,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
790,50068310,50000000,121.0,2568.0,45,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
791,82751189,50000000,105.0,2840.0,19,37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
792,156602194,50000000,89.0,3434.0,21,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
793,76119388,50000000,141.0,3003.0,48,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
794,50054511,50000000,118.0,2754.0,41,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
795,49105766,50000000,139.0,2436.0,75,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
796,80194453,50000000,114.0,3258.0,60,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
797,41476097,50000000,106.0,2075.0,67,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
798,62967368,50000000,123.0,2362.0,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
799,55489826,50000000,114.0,3076.0,65,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
800,263894551,50000000,108.0,530.0,27,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
801,69425966,50000000,94.0,2655.0,20,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
802,62209892,50000000,99.0,2503.0,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
803,43340302,50000000,119.0,2717.0,23,61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
804,57261763,50000000,116.0,2865.0,92,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
805,34645374,50000000,95.0,2152.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
806,84023611,50000000,88.0,3213.0,9,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
807,105246941,50000000,129.0,6.0,46,38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
808,56643267,50000000,119.0,2663.0,31,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
809,55348693,50000000,102.0,3394.0,23,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
810,52987754,50000000,136.0,2.0,57,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
811,64477051,50000000,88.0,3202.0,60,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
812,42598498,50000000,98.0,2876.0,21,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
813,66961644,50000000,114.0,3171.0,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
814,26199517,50000000,110.0,2525.0,53,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
815,40119848,50000000,97.0,2703.0,1,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
816,34806726,50000000,118.0,2.0,56,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
817,26121638,50000000,102.0,2769.0,27,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
818,41642166,50000000,92.0,2661.0,6,36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
819,22138425,50000000,139.0,2815.0,47,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
820,60282876,50000000,123.0,2950.0,46,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
821,23113275,50000000,134.0,2443.0,63,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
822,41042583,50000000,104.0,2290.0,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
823,3434330,50000000,137.0,510.0,26,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
824,26387039,50000000,113.0,11.0,100,100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
825,105002056,49000000,120.0,3201.0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
826,20423389,49000000,102.0,1245.0,29,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
827,71004627,49000000,129.0,16.0,63,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
828,474171806,48000000,127.0,2327.0,88,94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
829,248218486,48000000,115.0,1981.0,72,48,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
830,208300000,48000000,148.0,4.0,92,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
831,327656424,48000000,118.0,3594.0,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
832,124304264,48000000,113.0,2427.0,70,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
833,151463090,48000000,118.0,2587.0,28,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
834,107752036,48000000,114.0,2942.0,94,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
835,112610386,48000000,101.0,3344.0,18,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
836,86607223,48000000,112.0,2550.0,44,64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
837,71171825,48000000,122.0,2652.0,89,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
838,70937778,48000000,120.0,2459.0,50,62,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
839,77562568,48000000,123.0,2106.0,93,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
840,17818117,47500000,127.0,1601.0,69,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
841,162738726,47000000,103.0,2332.0,64,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
842,102825796,47000000,91.0,2657.0,54,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
843,116773317,47000000,99.0,1804.0,87,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
844,14970038,47000000,105.0,2406.0,66,59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
845,298923419,46000000,103.0,2134.0,71,73,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
846,160648493,46000000,106.0,3011.0,32,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
847,113622499,46000000,118.0,2610.0,92,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
848,113402302,46000000,153.0,3260.0,81,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
849,100833145,46000000,111.0,1986.0,85,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
850,302710615,45000000,87.0,2845.0,81,75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
851,363095319,45000000,96.0,1.0,92,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,377807404,45000000,91.0,3661.0,21,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
853,358500000,45000000,92.0,2498.0,21,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
854,155200000,45000000,85.0,3505.0,36,54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
855,213420951,45000000,109.0,2668.0,42,69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
856,243180937,45000000,92.0,2811.0,61,51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
857,187995859,45000000,141.0,1993.0,52,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
858,122071435,45000000,113.0,3472.0,25,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
859,174810815,45000000,97.0,16.0,40,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
860,160971922,45000000,98.0,3440.0,96,80,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
861,178100000,45000000,117.0,2365.0,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
862,155931301,45000000,100.0,3424.0,16,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
863,104505362,45000000,122.0,2712.0,72,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
864,131237688,45000000,120.0,2322.0,54,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
865,76665507,45000000,137.0,2524.0,65,85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
866,135808837,45000000,111.0,3074.0,13,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
867,66790248,45000000,99.0,2613.0,77,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
868,136998907,45000000,89.0,2456.0,38,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
869,113916474,45000000,101.0,2653.0,22,71,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
870,247967903,45000000,135.0,576.0,63,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
871,55842724,45000000,95.0,3455.0,41,43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
872,80594860,45000000,130.0,2628.0,51,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
873,127990741,45000000,117.0,3555.0,14,64,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
874,65595141,45000000,105.0,2706.0,56,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
875,61475984,45000000,95.0,2749.0,55,59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
876,49610898,45000000,89.0,3050.0,63,42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
877,79564960,45000000,129.0,3.0,67,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
878,112006296,45000000,123.0,2177.0,39,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
879,29406132,45000000,124.0,1275.0,78,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
880,41467606,45000000,98.0,2506.0,78,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
881,21544732,45000000,122.0,2272.0,50,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
882,164539660,45000000,101.0,1552.0,39,44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
883,227140757,44500000,120.0,3232.0,96,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
884,353715317,44000000,130.0,2340.0,96,89,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
885,300400000,44000000,96.0,2074.0,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
886,165600852,44000000,147.0,1915.0,74,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
887,48478084,44000000,100.0,2718.0,27,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
888,12342632,44000000,111.0,331.0,51,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
889,229727774,43000000,117.0,3181.0,65,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
890,80013623,43000000,137.0,200.0,74,79,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
891,62063972,43000000,104.0,2523.0,31,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
892,63078756,43000000,75.0,2670.0,26,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
893,76347393,42500000,93.0,2703.0,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
894,270340892,42000000,155.0,2393.0,75,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
895,202812429,42000000,109.0,3121.0,85,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
896,363728226,42000000,124.0,2747.0,83,79,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
897,227793915,42000000,80.0,2491.0,97,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
898,173044410,42000000,90.0,2984.0,25,47,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
899,130788243,42000000,82.0,2756.0,68,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
900,73239258,42000000,104.0,3014.0,38,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
901,63781100,42000000,115.0,2717.0,31,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
902,91678442,42000000,120.0,3030.0,10,39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
903,36197221,42000000,106.0,2737.0,2,42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
904,60437727,42000000,122.0,2814.0,61,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
905,45688337,42000000,102.0,2998.0,31,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
906,8514325,42000000,100.0,1622.0,29,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
907,11756922,42000000,105.0,4.0,74,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
908,245769202,41000000,110.0,2470.0,76,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
909,7684524,41000000,100.0,2150.0,40,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
910,672806292,40000000,107.0,2161.0,85,89,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
911,283218368,40000000,119.0,2925.0,75,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
912,351774938,40000000,140.0,3663.0,66,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
913,570978470,40000000,125.0,3646.0,25,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
914,314709717,40000000,107.0,3056.0,44,67,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
915,257878294,40000000,138.0,6.0,93,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
916,189714544,40000000,98.0,3298.0,24,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
917,457507776,40000000,88.0,3173.0,67,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
918,149804632,40000000,121.0,2.0,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
919,332000000,40000000,108.0,1865.0,63,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
920,177835231,40000000,105.0,2547.0,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
921,167851995,40000000,82.0,3344.0,46,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
922,152266007,40000000,149.0,2123.0,67,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
923,132440066,40000000,128.0,1782.0,77,84,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
924,224922135,40000000,120.0,2771.0,96,86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
925,126646119,40000000,122.0,2354.0,75,70,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
926,181053657,40000000,129.0,3175.0,40,59,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
927,124246152,40000000,102.0,3175.0,15,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
928,106511453,40000000,99.0,3175.0,29,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
929,244088654,40000000,119.0,2019.0,74,78,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
930,141208010,40000000,110.0,3154.0,29,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
931,195111193,40000000,109.0,3205.0,24,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
932,215862692,40000000,123.0,2491.0,78,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
933,120612565,40000000,120.0,3066.0,72,79,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
934,128792135,40000000,139.0,2307.0,83,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
935,197232734,40000000,121.0,3305.0,62,74,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
936,124823094,40000000,152.0,2006.0,81,87,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
937,158527918,40000000,124.0,3230.0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
938,161513754,40000000,141.0,2811.0,91,87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
939,150886329,40000000,89.0,3149.0,35,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
940,91729503,40000000,105.0,2711.0,84,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
941,70836296,40000000,114.0,2770.0,51,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
942,205400000,40000000,189.0,1164.0,85,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
943,145238250,40000000,122.0,2951.0,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
944,136123083,40000000,108.0,3043.0,56,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
945,91455875,40000000,108.0,2697.0,72,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
946,141484812,40000000,95.0,2382.0,14,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
947,87145086,40000000,119.0,2707.0,83,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
948,118097882,40000000,106.0,1772.0,46,57,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
949,58501127,40000000,104.0,2917.0,71,73,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
950,74156610,40000000,89.0,3288.0,33,54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
951,71743823,40000000,99.0,2539.0,48,44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
952,105945357,40000000,108.0,3375.0,34,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
953,104407366,40000000,130.0,2281.0,76,92,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
954,114830111,40000000,99.0,2645.0,35,73,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
955,55249159,40000000,104.0,2598.0,34,67,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
